url,address,price,State of the property,Availability,Number of bedrooms,postal_code,city,Surface bedroom 1,Livable surface,Furnished,Kitchen equipment,Kitchen type,Number of showers,Number of toilets,Type of heating,Type of glazing,Entry phone,Elevator,Access for disabled,Floor of appartment,Number of facades,Number of floors,Garden,Terrace,Surface terrace,Swimming pool,Specific primary energy consumption,Validity date EPC/PEB,CO2 emission,Certification - Electrical installation,Flooding Area type,Demarcated flooding area
https://immovlan.be/en/detail/apartment/for-sale/4950/waimes/vbb85186,Rue du Vinâve 2,399950,,,2.0,4950.0,waimes,,92 m²,,,,,,Not specified,,,,,0.0,,,,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7380/quievrain/vbc91933,Rue du Cheval Blanc 1 0.5,119000,,,2.0,7380.0,quievrain,,89 m²,No,,,,,,,,No,,,,,Yes,Yes,,,392 kWh/m²/year,,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6000/charleroi/vbd19529,RUE DE MONTIGNY 38,115000,To be renovated,On contract,2.0,6000.0,charleroi,,62 m²,No,,,,1.0,Fuel oil,,,No,,3.0,,,No,Yes,7 m²,,194 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/6032/mont-sur-marchienne/vbc68092,6032 Mont-sur-Marchienne,268000,Normal,,5.0,6032.0,mont-sur-marchienne,11 m²,135 m²,No,,,,2.0,,,,,,,2.0,,No,No,,,292 kWh/m²/year,21/06/2028,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6000/charleroi/vbc97305,Rue de Dampremy 48 51,85000,Normal,,1.0,6000.0,charleroi,,43 m²,,,,,,Gas,,,,,5.0,2.0,,,Yes,,,237 kWh/m²/year,24/03/2033,44.0,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6000/charleroi/vbd20185,Rue Zénobe Gramme 23 25,140000,Normal,On contract,2.0,6000.0,charleroi,14 m²,82 m²,No,Partially equipped,Kitchenette,1.0,1.0,Gas,Double glass,Yes,Yes,Yes,3.0,2.0,5.0,No,Yes,4 m²,No,172 kWh/m²/year,13/11/2026,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6041/gosselies/vbd21473,6041 Gosselies,15000,Excellent,,2.0,6041.0,gosselies,13 m²,77 m²,No,Fully equipped,Western kitchen,1.0,1.0,Electricity,,Yes,Yes,Yes,1.0,2.0,3.0,No,Yes,48 m²,No,198 kWh/m²/year,18/11/2034,56.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6042/lodelinsart/vbd12557,Place Edmond Gilles 24,119000,,,1.0,6042.0,lodelinsart,,70 m²,No,,,,1.0,,,,No,,,,,Yes,Yes,,,265 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6041/gosselies/vbd18472,Rue de la Providence (GS) 10a,150000,,Negotiable,3.0,6041.0,gosselies,,,,,,,1.0,,,,,,5.0,2.0,,No,Yes,,,303 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6010/couillet/vbd23239,Rue des Brigades d'Irlande 38 032,35000,Excellent,,2.0,6010.0,couillet,,,No,,,1.0,1.0,Fuel oil,,,Yes,,3.0,3.0,3.0,No,Yes,,,65 kWh/m²/year,04/09/2035,,Not applicable,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6000/charleroi/vbd19344,Boulevard Joseph Tirou 33,135000,,,2.0,6000.0,charleroi,,85 m²,,,,,,Not specified,,,,,6.0,2.0,,No,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6001/marcinelle/vbd13518,6001 Marcinelle,119900,Normal,Immediately,3.0,6001.0,marcinelle,11 m²,90 m²,No,Partially equipped,Kitchenette,,,,Double glass,Yes,Yes,,5.0,,6.0,No,Yes,,,327 kWh/m²/year,22/05/2026,60.0,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6001/marcinelle/vbd18284,Rue Vital Françoisse 119 15/3,109000,Normal,Immediately,2.0,6001.0,marcinelle,,76 m²,No,,,1.0,,Fuel oil,,,No,,,,,No,Yes,3 m²,,162 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6000/charleroi/vbd19584,Bd Joseph Tirou 38,145000,To renovate,Immediately,2.0,6000.0,charleroi,,132 m²,,Fully equipped,Western kitchen,,1.0,Gas,Double glass,Yes,Yes,,2.0,2.0,,,,,,135 kWh/m²/year,27/08/2035,28.0,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6060/gilly/vbd14784,6060 Gilly,159000,To be renovated,,2.0,6060.0,gilly,9 m²,71 m²,No,Fully equipped,Western kitchen,,1.0,Fuel oil,,,Yes,Yes,1.0,,,,Yes,,,525 kWh/m²/year,06/08/2035,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6000/charleroi/vbd11665,rue du Spinois 144,70000,,On contract,1.0,6000.0,charleroi,,64 m²,,,Independent,1.0,1.0,Fuel oil,Double glass,Yes,Yes,,5.0,4.0,6.0,No,,,,236 kWh/m²/year,07/08/2035,59.0,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7070/gottignies/vbd22984,7070 Gottignies,169000,Normal,On contract,1.0,7070.0,gottignies,,60 m²,No,,,1.0,1.0,Gas,,,No,,1.0,2.0,2.0,No,Yes,2 m²,,265 kWh/m²/year,21/09/2028,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6000/charleroi/vbc94814,6000 Charleroi,75000,Normal,,2.0,6000.0,charleroi,,,,,,,,,,,,,,2.0,,,,,,632 kWh/m²/year,25/06/2035,163.0,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6040/jumet/vbd03709,6040 Jumet,199000,Excellent,,2.0,6040.0,jumet,,,,,,,,,,,,,,2.0,,Yes,Yes,,,146 kWh/m²/year,07/07/2035,27.0,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6001/marcinelle/vbd16681,Rue Chapelle Beaussart 246/3 2 246,197000,Normal,,2.0,6001.0,marcinelle,15 m²,111 m²,,Fully equipped,Western kitchen,1.0,1.0,,Double glass,Yes,Yes,Yes,3.0,3.0,3.0,Yes,Yes,13 m²,No,239 kWh/m²/year,,62.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7070/thieu/vbd04905,Allée des Sports 11,290000,,,2.0,7070.0,thieu,,105 m²,,,,,,Hot air,,,,,,3.0,,Yes,No,,,74 kWh/m²/year,,18.0,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/6000/charleroi/vbd12097,Rue de la Broucheterre 131,69000,Normal,,1.0,6000.0,charleroi,,48 m²,No,,,,1.0,Fuel oil,,,No,,2.0,,,No,Yes,,,233 kWh/m²/year,,,Not applicable,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/6061/montignies-sur-sambre/vbd06294,Rue Saint-Charles 10,147000,Normal,,2.0,6061.0,montignies-sur-sambre,13 m²,70 m²,,Super equipped,,1.0,1.0,Gas,Double glass,Yes,Yes,Yes,,2.0,5.0,,Yes,45 m²,No,688 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7070/thieu/vbc45454,Rue du Château,230500,New,,2.0,7070.0,thieu,,86 m²,No,Partially equipped,,1.0,,Not specified,,,No,,2.0,,,,Yes,12 m²,,107 kWh/m²/year,,1507.0,Not applicable,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7070/thieu/vbd04906,Allée des Sports 11,320000,,,3.0,7070.0,thieu,,120 m²,,,,,,Hot air,,,,,,3.0,,Yes,No,,,72 kWh/m²/year,,18.0,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd04205,Rue Charlemagne 39 401,495000,,,3.0,1348.0,louvain-la-neuve,,120 m²,No,,,1.0,2.0,Gas,,,Yes,,4.0,2.0,5.0,No,Yes,6 m²,,149 kWh/m²/year,16/07/2035,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbc87693,Rue Charles de Loupoigne 13 001,440000,,,3.0,1348.0,louvain-la-neuve,,95 m²,No,Not equipped,,,1.0,,,,No,,,,2.0,No,Yes,,,198 kWh/m²/year,17/04/2035,,Not applicable,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd19974,Passage de l'Ergot 5 501,420000,Normal,From 15/12/2025,2.0,1348.0,louvain-la-neuve,,80 m²,No,,,1.0,1.0,Gas,,,No,,5.0,2.0,,No,Yes,6 m²,,209 kWh/m²/year,08/06/2033,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1340/ottignies-louvain-la-neuve/vbc93025,Rue de la Station 9 201,390000,Excellent,,2.0,1340.0,ottignies-louvain-la-neuve,15 m²,108 m²,No,Super equipped,,,1.0,Gas,Double glass,Yes,Yes,Yes,2.0,2.0,3.0,Yes,Yes,9 m²,,142 kWh/m²/year,14/05/2035,26.0,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/7070/le-roeulx/vbd12061,Faubourg de Binche 24 C,115000,Normal,,1.0,7070.0,le-roeulx,,65 m²,,,,,1.0,,,,Yes,,0.0,2.0,,,,,,348 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1340/ottignies/vbd19436,Avenue des Combattants 102,225000,Normal,,1.0,1340.0,ottignies,11 m²,50 m²,No,,,,1.0,Gas,Double glass,Yes,No,No,2.0,2.0,3.0,No,No,,No,163 kWh/m²/year,30/06/2035,30.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1340/ottignies/vbc87092,Passage de la Tourette 1/302 1,325000,Excellent,On contract,2.0,1340.0,ottignies,12 m²,75 m²,,Super equipped,,1.0,1.0,Gas,Double glass,Yes,Yes,,3.0,2.0,4.0,,Yes,4 m²,,129 kWh/m²/year,02/05/2035,242.0,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1340/ottignies/vbd13741,1340 Ottignies,435000,Normal,From 01/09/2025,3.0,1340.0,ottignies,,112 m²,No,,,,2.0,Gas,,,Yes,,1.0,3.0,3.0,Yes,Yes,8 m²,,82 kWh/m²/year,09/11/2029,16.0,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd18684,Rue des Chinels 14 101,330000,Excellent,On contract,3.0,1348.0,louvain-la-neuve,11 m²,72 m²,Yes,,,1.0,1.0,Gas,Double glass,Yes,No,No,,2.0,,Yes,No,,No,155 kWh/m²/year,03/09/2035,29.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/1348/louvain-la-neuve/vbd19443,1348 Louvain-la-Neuve,425000,Normal,,3.0,1348.0,louvain-la-neuve,12 m²,90 m²,No,Fully equipped,Western kitchen,1.0,1.0,Gas,Double glass,Yes,No,No,,2.0,1.0,No,Yes,14 m²,No,187 kWh/m²/year,19/07/2035,35.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1340/ottignies/vbd21553,Rue des Villas 61 102,335000,,,2.0,1340.0,ottignies,,82 m²,No,,,,1.0,Gas,,,Yes,,1.0,2.0,2.0,No,Yes,6 m²,,117 kWh/m²/year,28/08/2035,2152.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1341/ceroux-mousty/vwd14366,Rue des Coquerées 65,225000,Fully renovated,Immediately,1.0,1341.0,ceroux-mousty,,60 m²,,,Kitchenette,,,Electricity,Double glass,,,,1.0,3.0,2.0,Yes,No,,,,,,Not applicable,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbc86990,Rue Charles de Loupoigne 13 101,335000,,,2.0,1348.0,louvain-la-neuve,,80 m²,No,Not equipped,,,1.0,,,,No,,1.0,,2.0,Yes,No,,,337 kWh/m²/year,17/04/2035,,Not applicable,(information not available),(information not available)
https://immovlan.be/en/detail/studio/for-sale/1348/louvain-la-neuve/vwd13955,Des Bruyères 10,90000,Normal,,1.0,1348.0,louvain-la-neuve,,20 m²,,,,,,Electricity,Double glass,,,,,,,,Yes,5 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1341/ceroux-mousty/vbc83562,Rue de la Station 9 201,390000,Excellent,,2.0,1341.0,ceroux-mousty,15 m²,108 m²,No,Super equipped,,,1.0,Gas,Double glass,Yes,Yes,Yes,2.0,2.0,3.0,Yes,Yes,9 m²,,142 kWh/m²/year,14/05/2035,26.0,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd13504,Avenue de l'Equerre 27 203,345000,,,2.0,1348.0,louvain-la-neuve,,70 m²,No,,,,1.0,,,,Yes,,2.0,,3.0,No,Yes,,,238 kWh/m²/year,23/05/2035,,Not applicable,(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/2830/blaasveld/rbt79324,Mechelsesteenweg 286,438406,New,,3.0,2830.0,blaasveld,17 m²,136 m²,,Super equipped,,1.0,2.0,Hot air,,Yes,,,1.0,2.0,2.0,Yes,Yes,19 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbu25136,Overwinningsstraat 50 302,172000,Normal,On contract,1.0,2830.0,willebroek,,45 m²,No,,,,1.0,Gas,,,Yes,,3.0,2.0,,No,Yes,,,344 kWh/m²/year,27/06/2032,,Not applicable,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/1340/ottignies-louvain-la-neuve/vbd08419,Rue Saint Jean 25 202,230000,Excellent,On contract,1.0,1340.0,ottignies-louvain-la-neuve,12 m²,52 m²,No,Fully equipped,Western kitchen,1.0,1.0,Gas,Double glass,,No,No,2.0,4.0,2.0,Yes,No,,No,151 kWh/m²/year,15/04/2025,28.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbu24582,Dendermondsesteenweg 129 A,195000,,,,2830.0,willebroek,,100 m²,,,,,1.0,Gas,Double glass,,,,0.0,2.0,,Yes,No,,,,,,"yes, certificate in accordance",actual flooding area,a demarcated flooding area
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd10758,Avenue Émile Verhaeren 2,399000,Normal,,3.0,1348.0,louvain-la-neuve,14 m²,90 m²,No,Fully equipped,Western kitchen,,1.0,Gas,Double glass,Yes,Yes,No,1.0,2.0,4.0,No,Yes,3 m²,No,193 kWh/m²/year,04/02/2035,35.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbu20553,Dokter Persoonslaan 29 0.1,315000,Normal,,2.0,2830.0,willebroek,,100 m²,No,,,,2.0,Gas,,,No,,,,,Yes,Yes,34 m²,,,,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/blaasveld/rbt72633,Mechelsesteenweg 286,366041,New,,2.0,2830.0,blaasveld,19 m²,104 m²,,,,1.0,1.0,Hot air,Double glass,Yes,Yes,,0.0,4.0,4.0,Yes,Yes,20 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbu25503,Nieuwstraat 40 101,263000,,,2.0,2830.0,willebroek,,93 m²,No,,,,1.0,Gas,,,Yes,,1.0,2.0,,No,Yes,8 m²,,,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/blaasveld/rbt72678,Mechelsesteenweg 286,290491,New,,1.0,2830.0,blaasveld,17 m²,81 m²,,,,1.0,1.0,Hot air,Double glass,Yes,Yes,,0.0,4.0,4.0,Yes,Yes,19 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbu20559,Dokter Persoonslaan 29 2.2,236000,New,,2.0,2830.0,willebroek,,82 m²,No,,,,1.0,Gas,,,No,,2.0,,,No,No,,,,,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbu25242,August Van Landeghemstraat 91 201,229000,,Immediately,2.0,2830.0,willebroek,,75 m²,Yes,,,,1.0,Gas,Double glass,,No,No,1.0,,,No,Yes,,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbu20556,Dokter Persoonslaan 29 1.2,233000,New,,2.0,2830.0,willebroek,,77 m²,No,,,,1.0,Gas,,,No,,1.0,,,No,No,,,,,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbu20560,Dokter Persoonslaan 29 3.1,207000,New,,1.0,2830.0,willebroek,,62 m²,No,,,,1.0,Gas,,,No,,3.0,,,No,Yes,12 m²,,,,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/blaasveld/rbt72306,Mechelsesteenweg 286,361112,New,,2.0,2830.0,blaasveld,12 m²,90 m²,,Super equipped,,1.0,1.0,Hot air,Double glass,Yes,Yes,,2.0,4.0,4.0,Yes,Yes,15 m²,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbu20554,Dokter Persoonslaan 29 1.1,265000,Normal,,2.0,2830.0,willebroek,,72 m²,No,,,,1.0,Gas,,,No,,1.0,,,No,No,,,,,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbu20558,Dokter Persoonslaan 29 2.1,295000,,,2.0,2830.0,willebroek,,108 m²,No,,,,2.0,Gas,,,No,,2.0,,,No,Yes,,,,,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/blaasveld/rbt72630,Mechelsesteenweg 286,362491,New,,2.0,2830.0,blaasveld,15 m²,93 m²,,Super equipped,,1.0,1.0,Hot air,Double glass,Yes,Yes,,1.0,2.0,4.0,Yes,Yes,16 m²,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbu20198,August Van Landeghemstraat 80 101,249000,Normal,On contract,1.0,2830.0,willebroek,,67 m²,No,,,,1.0,Gas,,,Yes,,1.0,2.0,,No,Yes,,,40 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/willebroek/rbu24567,Eduard Anseelestraat 62 1,219500,,,2.0,2830.0,willebroek,,65 m²,,,,,1.0,,,,,,0.0,2.0,2.0,Yes,Yes,,,206 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/2830/blaasveld/rbt79325,Mechelsesteenweg 286,424467,New,,3.0,2830.0,blaasveld,17 m²,135 m²,,Super equipped,,1.0,2.0,Hot air,Double glass,Yes,,,1.0,2.0,2.0,Yes,Yes,20 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2830/blaasveld/rbt72631,Mechelsesteenweg 286,359114,New,,2.0,2830.0,blaasveld,12 m²,94 m²,,Super equipped,,1.0,1.0,Hot air,Double glass,Yes,Yes,,1.0,2.0,4.0,Yes,Yes,15 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/2560/nijlen/rbu22901,J.E. Claeslaan 48 2.2,255000,Excellent,,2.0,2560.0,nijlen,,81 m²,,,,,,Electricity,,,No,No,2.0,,,No,Yes,16 m²,,,,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2560/nijlen/rbs79960,2560 Nijlen,305000,New,,2.0,2560.0,nijlen,15 m²,95 m²,,,,,1.0,,,Yes,,,2.0,3.0,2.0,No,Yes,24 m²,,0 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2560/kessel/rbt90731,Kessel-Dorp 99 101,420000,Normal,Immediately,3.0,2560.0,kessel,,133 m²,No,,,,1.0,Not specified,,,Yes,,1.0,3.0,3.0,No,Yes,52 m²,,40 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2560/kessel/rbt90246,2560 Kessel,285000,New,,2.0,2560.0,kessel,13 m²,79 m²,,,,,1.0,,,,Yes,,2.0,2.0,3.0,Yes,Yes,8 m²,,0 kWh/m²/year,,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2560/nijlen/rbs79959,2560 Nijlen,315000,New,,2.0,2560.0,nijlen,15 m²,95 m²,,,,,1.0,,,Yes,,,1.0,3.0,2.0,Yes,Yes,21 m²,,0 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2560/nijlen/rbs79962,2560 Nijlen,315000,New,,2.0,2560.0,nijlen,14 m²,96 m²,,,,,1.0,,,Yes,,,1.0,3.0,2.0,No,Yes,18 m²,,0 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2560/kessel/rbt90245,2560 Kessel,287000,New,,2.0,2560.0,kessel,15 m²,85 m²,,,,,1.0,,,,Yes,,1.0,2.0,3.0,Yes,Yes,13 m²,,0 kWh/m²/year,,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2560/kessel/rbs79987,2560 Kessel,280000,New,,2.0,2560.0,kessel,8 m²,83 m²,,,,,1.0,,,,Yes,,1.0,2.0,3.0,No,Yes,8 m²,No,0 kWh/m²/year,,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2560/kessel/rbt65213,Oude Bevelsesteenweg 10 203,345000,Normal,,2.0,2560.0,kessel,,115 m²,No,Super equipped,,,2.0,Not specified,,,Yes,,,3.0,,,Yes,,,117 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2560/nijlen/rbt96691,Spoorweglei 22 E,260000,Excellent,On contract,2.0,2560.0,nijlen,,75 m²,,,,1.0,1.0,Gas,Double glass,Yes,,Yes,1.0,2.0,,,,,,55 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2560/nijlen/rbu22900,J.E. Claeslaan 48 1.1,239000,Excellent,,1.0,2560.0,nijlen,,60 m²,,,,,,Electricity,,Yes,No,No,1.0,,3.0,No,Yes,13 m²,,,,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu17257,Elektriciteitstraat 35 1003,249000,Normal,From 01/09/2026,1.0,2800.0,mechelen,,59 m²,Yes,,,,1.0,Gas,,,Yes,,10.0,2.0,,Yes,Yes,,,161 kWh/m²/year,22/03/2031,161.0,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu20204,Elektriciteitstraat 27 201,245000,Normal,Immediately,2.0,2800.0,mechelen,,72 m²,No,,,,1.0,Gas,,,Yes,,2.0,2.0,,No,Yes,,,179 kWh/m²/year,07/03/2034,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu17280,Oscar Van Kesbeeckstraat 9 205,265000,Normal,Immediately,2,2800,mechelen,,121 m²,No,,,,1,Gas,,,Yes,,2,2,,No,Yes,,,191 kWh/m²/year,24/03/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu24094,Raghenoplein 15 61,219000,Normal,Immediately,1,2800,mechelen,,70 m²,No,,,,1,Hot air,,,Yes,,4,2,,No,Yes,,,,14/08/2033,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2801/heffen/rbu17608,Mechelbaan 4B 1,549000,New,On contract,3,2801,heffen,16 m²,150 m²,,Super equipped,,,2,Gas,,Yes,,,,3,,Yes,Yes,,,1 kWh/m²/year,31/10/2032,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/2800/mechelen/rbu21530,Eikestraat 110,224700,Excellent,,1,2800,mechelen,,66 m²,No,Fully equipped,Western kitchen,,1,Gas,,,No,,,2,,No,Yes,10 m²,,231 kWh/m²/year,20/06/2034,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu26357,Elektriciteitstraat 29 805,219000,Normal,On contract,2,2800,mechelen,13 m²,79 m²,No,Super equipped,,1,1,Gas,Double glass,,Yes,,8,,,,Yes,14 m²,,148 kWh/m²/year,11/10/2032,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu17334,Oscar Van Kesbeeckstraat 9 303 / 304,197000,Normal,On contract,1,2800,mechelen,,86 m²,No,,,,2,Gas,,,Yes,,3,2,,No,Yes,18 m²,,128 kWh/m²/year,09/05/2035,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu25050,Schuttersvest 23 401,299700,Fully renovated,,3,2800,mechelen,17 m²,123 m²,No,Super equipped,,,1,Gas,,,Yes,,4,,,No,No,,,287 kWh/m²/year,14/05/2025,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu20340,Spiegelstraat 8 101,249000,To renovate,,2,2800,mechelen,,95 m²,,,,,,Gas,Double glass,Yes,Yes,No,1,,5,No,Yes,,,120 kWh/m²/year,23/07/2035,,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu19716,Oscar Van Kesbeeckstraat 39 703-704,485000,Normal,Immediately,2,2800,mechelen,,72 m²,No,,,,1,Gas,,,Yes,,7,2,,No,Yes,,,184 kWh/m²/year,29/06/2031,,Not applicable,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu17251,Grote Nieuwedijkstraat 345 1,219000,Normal,Immediately,2,2800,mechelen,,75 m²,No,,,,1,Gas,,,No,,1,2,,No,No,,,131 kWh/m²/year,20/01/2034,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu23720,Pasbrugplein 16 2,230000,,,2,2800,mechelen,,85 m²,,,,,,,,,No,No,2,,1,No,No,,,367 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu20206,Oscar Van Kesbeeckstraat 22 101,220000,To be renovated,On contract,2,2800,mechelen,,103 m²,No,,,,1,Gas,,,Yes,,1,3,,No,Yes,,,382 kWh/m²/year,25/08/2035,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu25541,Nekkerspoelstraat 254 101,249000,Normal,Negotiable,2,2800,mechelen,,83 m²,No,,,,1,Gas,,,No,,1,2,2,No,Yes,8 m²,,156 kWh/m²/year,22/07/2035,,"yes, certificate in accordance",no flooding area,(information not available)
